Species name,Lat,Long,ICES code,SearchHour,EncountRate
Harbour Porpoise,53.69526531,-4.659189471,36E53,200.6898644,0.044845314
Harbour Porpoise,54.05500214,-4.63917527,36E51,158.172062,0.025288916
Harbour Porpoise,54.34014471,-4.296898936,37E53,217.7067313,0.032153347
Harbour Porpoise,54.61381201,-4.458102397,37E51,145.9603099,0.041107065
Harbour Porpoise,54.73236153,-4.53472345,38E53,265.1031724,0.124479838
Harbour Porpoise,57.75885155,-4.40124289,44E53,3.977656241,0.251404329
Harbour Porpoise,58.71719656,-4.316015622,46E53,143.6487508,0.132267074
Harbour Porpoise,58.9177637,-4.314507176,46E51,146.9602115,0.061241066
Harbour Porpoise,59.18942795,-4.277009533,47E53,97.37695173,0.092424335
Harbour Porpoise,59.48618854,-4.526912872,47E51,90.8462586,0.088060864
Harbour Porpoise,59.65066981,-4.273709614,48E53,114.2202684,0.043775068
Harbour Porpoise,60.0875534,-4.345358527,48E51,77.6231391,0.064413783
Harbour Porpoise,61.78702178,-4.376500576,52E53,109.6529788,0.018239359
Harbour Porpoise,49.98949742,-3.885836655,28E52,385.3833264,0.002594819
Harbour Porpoise,50.19974334,-4.192875348,29E54,639.5146823,0.006254743
Harbour Porpoise,50.69315714,-4.219937668,30E54,41.18964586,0.92256195
Harbour Porpoise,51.24651576,-4.064851078,31E54,1152.126438,0.437451987
Harbour Porpoise,51.49557308,-4.005615476,31E52,112.9653548,0.035409086
Harbour Porpoise,51.72248878,-4.153209133,32E54,1506.608024,0.264169574
Harbour Porpoise,52.1514844,-4.003650953,33E54,4638.025847,0.01466141
Harbour Porpoise,52.48560661,-3.997378008,33E52,1063.846675,0.021619657
Harbour Porpoise,52.73549647,-4.249128717,34E54,848.4994284,0.037713638
Harbour Porpoise,53.06803935,-4.079088879,34E52,287.2403004,0.034814056
Harbour Porpoise,53.57225708,-3.993217365,35E52,1459.135965,0.014392079
Harbour Porpoise,53.65750511,-3.844270669,36E54,138.7637977,0.057651925
Harbour Porpoise,54.02403263,-4.080438776,36E52,128.9960744,0.015504348
Harbour Porpoise,54.18512415,-3.834109896,37E54,261.020338,0.007662238
Harbour Porpoise,54.41270222,-4.099725929,37E52,323.702415,0.049428114
Harbour Porpoise,54.76952,-4.055976828,38E54,91.55366407,0.010922556
Harbour Porpoise,57.78746547,-4.182334971,44E54,11132.32965,0.006198164
Harbour Porpoise,58.72378484,-3.852510692,46E54,151.4191721,0.006604184
Harbour Porpoise,59.0061354,-4.111587346,46E52,52.00213681,0.057689937
Harbour Porpoise,59.93932452,-4.155080733,48E52,84.60625215,0.09455566
Harbour Porpoise,60.25787584,-4.019513588,49E54,79.31704723,0.037822891
Harbour Porpoise,49.61730125,-3.563305406,27E61,202.0907256,0.084120634
Harbour Porpoise,50.06164081,-3.528659696,28E61,288.1787156,0.003470069
Harbour Porpoise,50.26537018,-3.326571238,29E63,5264.703028,0.000189944
Harbour Porpoise,51.33106345,-3.511178788,31E63,44.18312987,0.203697656
Harbour Porpoise,51.45007097,-3.546048471,31E61,88.05756484,0.022712415
Harbour Porpoise,51.68607941,-3.435273072,32E63,51.12799149,0.039117516
Harbour Porpoise,53.65082882,-3.732346299,36E63,347.518669,0.002877543
Harbour Porpoise,54.24712714,-3.354470897,37E63,398.9323343,0.040107052
Harbour Porpoise,54.52388873,-3.529334307,37E61,144.7912704,0.05525195
Harbour Porpoise,55.1027181,-3.452919892,38E61,5.598087353,0.357264879
Harbour Porpoise,57.83142087,-3.709232901,44E63,2588.387058,0.036316052
Harbour Porpoise,58.02412585,-3.272819849,44E61,1617.668948,0.069235427
Harbour Porpoise,58.35409782,-3.605062392,45E63,322.1902992,0.037245069
Harbour Porpoise,58.68725692,-3.25572036,46E63,204.869166,0.043930476
Harbour Porpoise,59.04596522,-3.308650702,46E61,236.5952139,0.025359769
Harbour Porpoise,59.2518829,-3.708082745,47E63,234.6697298,0.004261308
Harbour Porpoise,59.60729955,-3.349835305,47E61,181.1544164,0.336729301
Harbour Porpoise,59.62966111,-3.289954605,48E63,105.3406183,0.075944115
Harbour Porpoise,60.00078995,-3.287951639,48E61,165.7052904,0.00603481
Harbour Porpoise,60.44949378,-3.698050391,49E61,83.91687209,0.011916555
Harbour Porpoise,61.84038356,-3.637836366,52E63,105.320494,0.009494828
Harbour Porpoise,49.93348136,-2.970025012,28E62,259.8373623,0.03078849
Harbour Porpoise,50.31529155,-3.206229233,29E64,204.2643358,0.029373703
Harbour Porpoise,53.43956432,-3.209786132,35E62,151.3899191,0.00660546
Harbour Porpoise,53.90946812,-3.060673127,36E62,308.7054715,0.006478667
Harbour Porpoise,54.17501916,-2.799405547,37E64,106.7178909,0.0655935
Harbour Porpoise,56.28905975,-3.187465457,41E64,343.9010269,0.011631253
Harbour Porpoise,57.74151778,-3.17733568,44E64,8820.753255,0.002834225
Harbour Porpoise,57.93800252,-3.100778684,44E62,1272.898703,0.047136508
Harbour Porpoise,58.32457182,-3.139635386,45E64,1079.738185,0.026858363
Harbour Porpoise,58.61676466,-3.11210147,45E62,406.1231542,0.009849229
Harbour Porpoise,58.72314598,-3.059757387,46E64,213.4642817,0.04216162
Harbour Porpoise,58.90252723,-3.175480354,46E62,153.8168041,0.019503721
Harbour Porpoise,59.54037712,-2.759997531,47E62,142.2408721,0.119515578
Harbour Porpoise,59.98241567,-3.122475424,48E62,151.5842244,0.019790978
Harbour Porpoise,60.31984031,-3.227473066,49E64,86.57116685,0.01155119
Harbour Porpoise,61.27726359,-3.110872129,51E64,153.7330556,0.006504782
Harbour Porpoise,56.26199563,-2.645420294,41E73,980.0988832,0.026527936
Harbour Porpoise,56.44693077,-2.481876913,41E71,330.914386,0.09367982
Harbour Porpoise,57.70128683,-2.597183531,44E73,20010.09406,0.024487641
Harbour Porpoise,58.02270445,-2.571122594,44E71,1383.402949,0.056382705
Harbour Porpoise,58.34740799,-2.724079323,45E73,1046.940206,0.146140151
Harbour Porpoise,58.50717353,-2.659144068,45E71,1100.504853,0.126305667
Harbour Porpoise,58.86766965,-2.546987325,46E73,505.96113,0.079057456
Harbour Porpoise,58.94769878,-2.362331735,46E71,157.4358065,0.209609242
Harbour Porpoise,59.21968355,-2.37354375,47E73,275.6759248,0.050784268
Harbour Porpoise,59.4688012,-2.409235237,47E71,86.57267593,0.161713842
Harbour Porpoise,59.8221872,-2.510670097,48E73,153.7961083,0.01300423
Harbour Porpoise,60.014918,-2.278379046,48E71,148.5244855,0.040397379
Harbour Porpoise,60.16297705,-2.705443508,49E73,268.1383443,0.014917672
Harbour Porpoise,60.44572236,-2.723954529,49E71,113.7865532,0.008788385
Harbour Porpoise,50.22012898,-1.762039175,29E74,335.4187808,0.008944043
Harbour Porpoise,56.2085485,-1.846722686,41E74,732.9484287,0.006821762
Harbour Porpoise,56.61031467,-1.981562522,41E72,1118.76618,0.045585933
Harbour Porpoise,56.62726128,-1.75790682,42E74,589.7790976,0.030519902
Harbour Porpoise,56.92821762,-1.899928182,42E72,641.3744047,0.046774551
Harbour Porpoise,57.24592065,-1.980330521,43E74,1215.621055,0.013161996
Harbour Porpoise,57.66221759,-2.189304266,44E74,827.6825754,0.013290119
Harbour Porpoise,58.02135393,-1.832009365,44E72,1297.705314,0.074747324
Harbour Porpoise,58.26115068,-2.228368337,45E74,585.6285123,0.158803743
Harbour Porpoise,58.55911723,-1.975194663,45E72,214.849068,0.051198733
Harbour Porpoise,58.87042161,-2.12955323,46E74,245.5465614,0.057015663
Harbour Porpoise,58.95521428,-1.755093104,46E72,240.2727936,0.049943233
Harbour Porpoise,59.17877292,-1.838528028,47E74,216.1596571,0.157291145
Harbour Porpoise,59.78665402,-2.187150461,48E74,248.9622673,0.012050019
Harbour Porpoise,59.96922676,-2.071977203,48E72,136.8762925,0.029223468
Harbour Porpoise,60.24333754,-2.226686683,49E74,281.2061496,0.01778055
Harbour Porpoise,60.51419811,-1.927995804,49E72,121.1906025,0.082514649
Harbour Porpoise,61.36442327,-1.948223793,51E74,98.37166571,0.010165529
Harbour Porpoise,61.77604166,-2.034530665,52E74,250.9362267,0.003985076
Harbour Porpoise,55.47076504,-1.381110524,39E81,86.01060522,0.011626473
Harbour Porpoise,55.73726506,-1.545229849,40E83,369.6532212,0.051399525
Harbour Porpoise,55.94249936,-1.626732876,40E81,573.9995433,0.047038365
Harbour Porpoise,56.34258949,-1.624056753,41E83,356.8826838,0.159716351
Harbour Porpoise,56.60484165,-1.683966036,41E81,425.4597528,0.094015943
Harbour Porpoise,56.86580859,-1.411809978,42E83,384.6175238,0.153399147
Harbour Porpoise,57.031945,-1.459364634,42E81,515.8261692,0.127950081
Harbour Porpoise,57.21992178,-1.583841091,43E83,980.3790938,0.048960652
Harbour Porpoise,57.42464036,-1.73258456,43E81,1174.399954,0.0638624
Harbour Porpoise,57.75344152,-1.636779532,44E83,1694.235251,0.234914248
Harbour Porpoise,58.03616778,-1.403282792,44E81,515.5607164,0.197842847
Harbour Porpoise,58.18572693,-1.262300905,45E83,240.7061543,0.029081101
Harbour Porpoise,58.55200448,-1.716197562,45E81,110.1428291,0.063553842
Harbour Porpoise,58.84547465,-1.68295437,46E83,263.9445068,0.003788675
Harbour Porpoise,58.9410262,-1.607881404,46E81,299.9760736,0.04000319
Harbour Porpoise,59.20571216,-1.612051881,47E83,211.3888594,0.056767419
Harbour Porpoise,59.40034404,-1.358729623,47E81,293.1771676,0.054574509
Harbour Porpoise,59.83075778,-1.716738266,48E83,244.3032027,0.032746194
Harbour Porpoise,60.10233183,-1.431943152,48E81,323.6598673,0.145214173
Harbour Porpoise,60.26451792,-1.384068255,49E83,254.7888969,0.047097814
Harbour Porpoise,60.56368927,-1.568477223,49E81,518.1585572,0.027018757
Harbour Porpoise,60.77547221,-1.27021198,50E83,197.8302689,0.010109676
Harbour Porpoise,60.91093918,-1.311850152,50E81,210.9464255,0.00474054
Harbour Porpoise,61.78015995,-1.687098111,52E83,235.9266903,0.016954419
Harbour Porpoise,62.51338558,-1.571719372,53E81,114.6020973,0.008725844
Harbour Porpoise,54.81467022,-1.098563899,38E84,117.6943441,0.01699317
Harbour Porpoise,54.89678563,-0.785577014,38E82,513.4881501,0.021422111
Harbour Porpoise,55.22717563,-1.145537608,39E84,933.9117457,0.01070765
Harbour Porpoise,55.58278913,-0.902895717,39E82,1201.33413,0.008324079
Harbour Porpoise,55.80132083,-0.910956894,40E84,1105.074079,0.06605892
Harbour Porpoise,55.93815705,-1.189431695,40E82,432.1010112,0.037028379
Harbour Porpoise,56.23397106,-1.072078074,41E84,395.8027383,0.217279952
Harbour Porpoise,56.54328822,-0.881717134,41E82,310.022052,0.022579039
Harbour Porpoise,56.87111649,-1.04622355,42E84,211.3570954,0.208178485
Harbour Porpoise,57.09921863,-0.869869046,42E82,515.310751,0.151364977
Harbour Porpoise,57.24586303,-0.871351633,43E84,421.6984238,0.161252678
Harbour Porpoise,57.61393173,-0.83788314,43E82,417.8422959,0.023932474
Harbour Porpoise,57.63817762,-0.856847422,44E84,285.5810254,0.059527764
Harbour Porpoise,57.98259987,-0.830241051,44E82,611.5141617,0.024529277
Harbour Porpoise,58.2039867,-1.020221383,45E84,687.4452085,0.016001275
Harbour Porpoise,58.39161451,-0.944623434,45E82,205.1491787,0.068243022
Harbour Porpoise,58.83847539,-0.924218863,46E84,185.0828277,0.264746333
Harbour Porpoise,59.07110426,-1.167326537,46E82,159.4773831,0.075245779
Harbour Porpoise,59.6213227,-1.246877965,47E82,222.2111269,0.112505617
Harbour Porpoise,59.78934263,-1.073657187,48E84,408.8475191,0.056255692
Harbour Porpoise,59.96784553,-0.905884178,48E82,3986.114553,0.416194763
Harbour Porpoise,60.33304115,-1.030176338,49E84,12088.83508,0.529662284
Harbour Porpoise,60.56242475,-0.972635037,49E82,1460.610609,0.084211356
Harbour Porpoise,60.68725524,-1.242712087,50E84,598.2222599,0.193907863
Harbour Porpoise,61.57240097,-0.880447954,51E82,133.2042093,0.022521811
Harbour Porpoise,50.69849908,-0.704928234,30E93,541.8361281,0.001845576
Harbour Porpoise,54.39945274,-0.501414214,37E91,12.6511947,0.316175673
Harbour Porpoise,54.77277125,-0.411468901,38E93,876.9527632,0.066138112
Harbour Porpoise,54.9333559,-0.45685865,38E91,425.7366342,0.0234887
Harbour Porpoise,55.18949541,-0.73854053,39E93,716.0630619,0.032120076
Harbour Porpoise,55.5203167,-0.465242598,39E91,700.1631071,0.055701307
Harbour Porpoise,55.73792441,-0.411626401,40E93,457.7819705,0.07645561
Harbour Porpoise,55.95912853,-0.605537978,40E91,466.601034,0.055722123
Harbour Porpoise,56.17589966,-0.276689387,41E93,413.4545068,0.029023749
Harbour Porpoise,56.4683918,-0.263722107,41E91,273.8196814,0.003652038
Harbour Porpoise,56.86248479,-0.396011868,42E93,173.378728,0.178799328
Harbour Porpoise,57.03409726,-0.397050001,42E91,310.4508283,0.090191417
Harbour Porpoise,57.15311817,-0.362487059,43E93,316.3100954,0.094843637
Harbour Porpoise,57.40438271,-0.479582975,43E91,317.6361873,0.17630233
Harbour Porpoise,57.78008031,-0.482170171,44E93,219.3810987,0.013674834
Harbour Porpoise,58.17578321,-0.401027219,45E93,182.0763497,0.005492201
Harbour Porpoise,58.46061739,-0.488846173,45E91,246.3938414,0.117697747
Harbour Porpoise,58.8717916,-0.575056319,46E93,343.6311647,0.098943296
Harbour Porpoise,59.03677664,-0.405338701,46E91,185.837756,0.048429341
Harbour Porpoise,59.64604444,-0.502473212,48E93,160.2564973,0.043679976
Harbour Porpoise,59.99203559,-0.453890267,48E91,246.612996,0.020274682
Harbour Porpoise,60.27373313,-0.433102199,49E93,265.4467125,0.037672344
Harbour Porpoise,60.51719926,-0.669865802,49E91,731.8458236,0.513769414
Harbour Porpoise,60.81811685,-0.629773372,50E93,507.5937851,0.118204757
Harbour Porpoise,60.93082636,-0.544066076,50E91,222.1583184,0.036010355
Harbour Porpoise,61.93187078,-0.362378997,52E91,34.75106041,0.0287761
Harbour Porpoise,53.75746295,-0.097327069,36E94,69.62607966,0.086174606
Harbour Porpoise,54.12906215,0.12393316,37E94,608.4580075,0.032869976
Harbour Porpoise,54.47732968,0.201980121,37E92,1150.256841,0.027819874
Harbour Porpoise,54.65944896,0.045246555,38E94,905.6106881,0.059628272
Harbour Porpoise,54.92355394,0.193215107,38E92,566.7603058,0.0123509
Harbour Porpoise,55.16638662,0.171674101,39E94,702.8821653,0.03983598
Harbour Porpoise,55.54733261,-0.086717438,39E92,242.8994196,0.041169304
Harbour Porpoise,55.84894213,0.213822707,40E94,177.6235107,0.140747134
Harbour Porpoise,55.93186701,-0.057452634,40E92,439.7386247,0.020466703
Harbour Porpoise,56.2404578,-0.024110904,41E94,211.7307954,0.004722979
Harbour Porpoise,56.40612861,-0.242243096,41E92,256.5777439,0.113026171
Harbour Porpoise,56.63737527,-0.128581768,42E94,161.9139498,0.00617612
Harbour Porpoise,57.07063135,-0.089259811,42E92,173.1578267,0.127051722
Harbour Porpoise,57.32190929,-0.188442272,43E94,575.0807289,0.034777726
Harbour Porpoise,57.44988455,-0.087466216,43E92,456.134269,0.041654402
Harbour Porpoise,57.83446771,-0.236374996,44E94,146.0681279,0.157460771
Harbour Porpoise,57.99182634,-0.018012903,44E92,210.1083238,0.033316148
Harbour Porpoise,58.35576635,0.223523063,45E94,168.7245992,0.112609543
Harbour Porpoise,58.44737958,0.205326248,45E92,100.3408297,0.019932066
Harbour Porpoise,59.04299496,-0.016260484,46E92,216.232782,0.050871102
Harbour Porpoise,59.13132848,-0.178085431,47E94,305.8181539,0.052318673
Harbour Porpoise,59.49660657,-0.136594624,47E92,255.448118,0.019573446
Harbour Porpoise,59.96563273,0.148916282,48E92,279.2838319,0.014322347
Harbour Porpoise,60.25498456,-0.167158348,49E94,203.750916,0.073619301
Harbour Porpoise,60.40450223,-0.12977473,49E92,186.777175,0.091017545
Harbour Porpoise,60.85763962,-0.072654098,50E94,325.2897153,0.027667644
Harbour Porpoise,61.11503693,0.202470723,50E92,237.271819,0.004214576
Harbour Porpoise,61.4531368,-0.1405686,51E92,60.92728614,0.049239022
Harbour Porpoise,61.68462509,0.027610029,52E94,51.2419735,0.019515251
Harbour Porpoise,62.59660099,0.084649959,53E92,21.42404251,0.186706127
Harbour Porpoise,53.32053692,0.569675384,35F03,327.9246671,0.003049481
Harbour Porpoise,53.41070034,0.252765739,35F01,42.79415643,0.023367676
Harbour Porpoise,53.74052876,0.487873983,36F03,138963.9213,0.028892391
Harbour Porpoise,53.91427702,0.66601989,36F01,482.993248,0.039338024
Harbour Porpoise,54.21644118,0.265396313,37F03,722.6245367,0.045666869
Harbour Porpoise,54.50683575,0.471606187,37F01,801.7247838,0.017462352
Harbour Porpoise,54.85510213,0.514401197,38F03,518.5072374,0.023143361
Harbour Porpoise,54.93863814,0.44439395,38F01,635.4220862,0.015737571
Harbour Porpoise,55.12916302,0.336694865,39F03,339.0274782,0.10323647
Harbour Porpoise,55.43411992,0.592638597,39F01,240.7910844,0.016611911
Harbour Porpoise,55.7403114,0.546864124,40F03,308.441505,0.009726317
Harbour Porpoise,55.89509681,0.412012852,40F01,490.5826404,0.024460711
Harbour Porpoise,56.25340352,0.364995212,41F03,155.0106725,0.025804675
Harbour Porpoise,56.57225053,0.353258629,41F01,339.0039631,0.153390537
Harbour Porpoise,56.69574597,0.653331252,42F03,180.318702,0.083186047
Harbour Porpoise,56.99343233,0.468009267,42F01,193.4779044,0.036179842
Harbour Porpoise,57.13691894,0.401726606,43F03,284.8317159,0.038619295
Harbour Porpoise,57.57956172,0.32126733,43F01,174.8994124,0.040023005
Harbour Porpoise,57.64016472,0.289409272,44F03,94.39932733,0.148306142
Harbour Porpoise,57.89417988,0.332021861,44F01,199.7241292,0.04005525
Harbour Porpoise,58.13510295,0.449498918,45F03,140.3399024,0.263645616
Harbour Porpoise,58.42999497,0.488549876,45F01,91.15577105,0.17552372
Harbour Porpoise,58.72172003,0.572707613,46F03,128.0689614,0.007808293
Harbour Porpoise,58.96708968,0.570495159,46F01,128.2078592,0.007799834
Harbour Porpoise,59.2199889,0.645875786,47F03,109.8052137,0.027321107
Harbour Porpoise,59.47725272,0.705558813,47F01,201.939836,0.01485591
Harbour Porpoise,59.78051114,0.394669773,48F03,271.0881499,0.025821859
Harbour Porpoise,60.09480036,0.741042102,48F01,141.0796394,0.035440975
Harbour Porpoise,60.13790707,0.425985272,49F03,118.3470876,0.025349166
Harbour Porpoise,60.3925783,0.645542403,49F01,155.9682315,0.044880935
Harbour Porpoise,60.85034515,0.676253465,50F03,312.4531341,0.01280192
Harbour Porpoise,60.90184162,0.43995001,50F01,220.2400809,0.063566994
Harbour Porpoise,61.2108927,0.692330053,51F03,108.5216727,0.267227728
Harbour Porpoise,61.45050121,0.611744349,51F01,70.76545401,0.042393567
Harbour Porpoise,61.76625988,0.329956358,52F03,49.88843485,0.180402533
Harbour Porpoise,62.34539259,0.603424691,53F03,164.6313129,0.006074179
Harbour Porpoise,62.543954,0.405043709,53F01,252.8508915,0.0237294
Harbour Porpoise,53.18869765,0.901962757,35F04,103.750672,0.154215869
Harbour Porpoise,53.53518089,1.18026625,35F02,288.2086128,0.017348545
Harbour Porpoise,53.64117601,0.889053469,36F04,541.9422675,0.18083107
Harbour Porpoise,53.90825335,1.127191742,36F02,552.3358439,0.206396165
Harbour Porpoise,54.25267321,0.984050522,37F04,1222.089677,0.012274058
Harbour Porpoise,54.43083804,0.757351213,37F02,786.5681312,0.059753247
Harbour Porpoise,54.82101926,1.220041687,38F04,392.0073297,0.038264591
Harbour Porpoise,54.95893972,1.235625607,38F02,227.7122216,0.052698094
Harbour Porpoise,55.1589713,1.171304249,39F04,330.2206104,0.093876636
Harbour Porpoise,55.59439231,0.823747605,39F02,169.886108,0.017658889
Harbour Porpoise,56.03316445,1.134315024,40F02,536.3105984,0.005593773
Harbour Porpoise,56.33245208,0.969500702,41F04,515.1193311,0.019412978
Harbour Porpoise,56.51037781,1.087399318,41F02,226.8924052,0.022036877
Harbour Porpoise,56.8057517,1.09728273,42F04,352.1420181,0.011359053
Harbour Porpoise,56.87583,1.212029559,42F02,147.6593297,0.020317037
Harbour Porpoise,57.35180663,0.871705974,43F04,218.5735394,0.064051669
Harbour Porpoise,57.52940438,0.750165368,43F02,544.9919311,0.049542018
Harbour Porpoise,57.83105052,0.853253328,44F04,133.5394985,0.059907369
Harbour Porpoise,58.07664774,1.032340781,44F02,119.086812,0.117561296
Harbour Porpoise,58.2006217,0.927587785,45F04,151.4428184,0.059428371
Harbour Porpoise,58.44633795,0.927366836,45F02,136.1509611,0.198309287
Harbour Porpoise,58.71660671,0.976966213,46F04,262.7630784,0.011417129
Harbour Porpoise,58.92257142,1.144206557,46F02,103.424884,0.367416414
Harbour Porpoise,59.22635639,0.864438951,47F04,136.6221801,0.021958367
Harbour Porpoise,59.51985112,1.095241075,47F02,91.60259257,0.032750165
Harbour Porpoise,59.70875847,0.776636456,48F04,116.923718,0.102631016
Harbour Porpoise,60.53466713,1.170612242,49F02,201.0768274,0.01491967
Harbour Porpoise,60.76886479,0.890019302,50F04,112.5526081,0.026654202
Harbour Porpoise,61.31748586,1.235397006,51F04,80.5741604,0.161342047
Harbour Porpoise,61.42500554,1.223902754,51F02,69.31016334,0.043283695
Harbour Porpoise,61.6379508,0.987942818,52F04,30.99559534,0.354889134
Harbour Porpoise,62.05254519,0.889112011,52F02,77.91821216,0.02566794
Harbour Porpoise,62.46358318,0.881330271,53F02,137.5893618,0.014536008
Harbour Porpoise,53.0602361,1.671298347,34F11,263.8960629,0.003789371
Harbour Porpoise,53.54965469,1.457658744,35F11,402.2752813,0.034802039
Harbour Porpoise,53.83735202,1.416065661,36F13,293.3948427,0.453314035
Harbour Porpoise,54.05226945,1.528411163,36F11,311.3147438,0.115638596
Harbour Porpoise,54.16200343,1.49638609,37F13,903.6281079,0.017706399
Harbour Porpoise,54.47112333,1.546816009,37F11,573.0538454,0.064566358
Harbour Porpoise,54.78729853,1.571033387,38F13,490.6048133,0.118221425
Harbour Porpoise,54.92515953,1.687992774,38F11,455.759873,0.065824136
Harbour Porpoise,55.33081744,1.628771359,39F13,280.5536844,0.057030083
Harbour Porpoise,55.48812129,1.331335788,39F11,168.3538551,0.047518959
Harbour Porpoise,55.79739464,1.582831662,40F13,74.93302112,0.080071508
Harbour Porpoise,55.95167992,1.31291359,40F11,255.0559926,0.039207077
Harbour Porpoise,56.16236071,1.49351641,41F13,346.6901071,0.020190942
Harbour Porpoise,56.38391623,1.658841407,41F11,153.3837441,0.13691151
Harbour Porpoise,56.64245438,1.414469635,42F13,151.6709875,0.039559313
Harbour Porpoise,57.04014054,1.575001914,42F11,438.7855362,0.018232142
Harbour Porpoise,57.14853177,1.353697589,43F13,286.109615,0.020970983
Harbour Porpoise,57.5183517,1.734607609,43F11,322.109408,0.012418141
Harbour Porpoise,57.84452632,1.480743811,44F13,118.4237956,0.07599824
Harbour Porpoise,57.91539925,1.688678727,44F11,136.9706159,0.445350994
Harbour Porpoise,58.27245117,1.617487112,45F13,68.93629376,0.31913523
Harbour Porpoise,58.57903082,1.343264291,45F11,146.6662006,0.115909459
Harbour Porpoise,59.44481332,1.339921177,47F11,172.7813283,0.069451949
Harbour Porpoise,59.68914958,1.606669643,48F13,80.74708029,0.160996533
Harbour Porpoise,60.05520644,1.666775087,48F11,132.1184472,0.068120692
Harbour Porpoise,60.65115705,1.298719287,50F13,186.2549314,0.010737971
Harbour Porpoise,61.14924491,1.454978966,51F13,424.5238874,0.00706674
Harbour Porpoise,61.57187952,1.656167705,51F11,115.8328445,0.215828249
Harbour Porpoise,61.75191954,1.355054879,52F13,90.82349032,0.011010367
Harbour Porpoise,51.44732777,1.916307238,31F12,947.8004648,0.020046413
Harbour Porpoise,51.76834984,1.846922381,32F14,280.8031935,0.003561213
Harbour Porpoise,52.05579035,1.791230721,32F12,355.6855849,0.008434415
Harbour Porpoise,52.26823717,1.881989292,33F14,456.6407478,0.004379811
Harbour Porpoise,52.42424779,2.246350123,33F12,169.1834537,0.047285948
Harbour Porpoise,52.69121022,2.081312219,34F14,159.954647,0.006251772
Harbour Porpoise,53.01785818,2.011763436,34F12,126.5294719,0.015806594
Harbour Porpoise,53.27257619,1.964892125,35F14,134.8243005,0.014834121
Harbour Porpoise,53.7681737,2.071267615,36F14,158.0692312,0.145505864
Harbour Porpoise,54.02173673,1.773824218,36F12,350.439126,0.082753317
Harbour Porpoise,54.2420169,1.869853976,37F14,368.5818187,0.002713102
Harbour Porpoise,54.51147271,2.238114797,37F12,267.280288,0.011224172
Harbour Porpoise,54.66501236,2.116986103,38F14,280.0230142,0.310688749
Harbour Porpoise,55.01072911,2.210499913,38F12,285.433282,0.02452412
Harbour Porpoise,55.13148099,1.79916292,39F14,666.8076099,0.12747305
Harbour Porpoise,55.6112662,2.20822111,39F12,85.20278854,0.035210115
Harbour Porpoise,55.63418428,2.014808441,40F14,97.33807847,0.010273472
Harbour Porpoise,56.05940229,1.897538936,40F12,166.7748849,0.065957173
Harbour Porpoise,56.33898225,2.159720347,41F14,117.451845,0.059598894
Harbour Porpoise,56.43596461,1.948995006,41F12,132.5821885,0.007542491
Harbour Porpoise,56.74995198,2.007726131,42F14,238.6032505,0.054483751
Harbour Porpoise,57.0475072,2.151123822,42F12,268.0595888,0.123106956
Harbour Porpoise,57.2109531,2.246316431,43F14,381.5654759,0.06027799
Harbour Porpoise,57.62409887,1.988060598,43F12,220.054136,0.081798054
Harbour Porpoise,57.66842558,1.874494984,44F14,189.6158995,0.131845484
Harbour Porpoise,57.97123385,2.226763723,44F12,205.1888084,0.277792929
Harbour Porpoise,58.24397617,1.989213835,45F14,137.4340901,0.043657291
Harbour Porpoise,58.51822905,2.238338671,45F12,106.1284017,0.05653529
Harbour Porpoise,59.19943633,2.193180062,47F14,28.09072873,0.071197868
Harbour Porpoise,59.44017212,2.088625038,47F12,104.8914304,0.019067335
Harbour Porpoise,59.80032315,1.919494759,48F14,113.3196192,0.017649195
Harbour Porpoise,60.06742904,1.911735182,48F12,162.8685443,0.110518578
Harbour Porpoise,60.48845219,2.140440153,49F12,119.7608105,0.066799815
Harbour Porpoise,61.67837928,2.020293696,52F14,47.06333694,0.042495924
Harbour Porpoise,51.26211238,2.287596782,31F23,2738.358698,0.001095547
Harbour Porpoise,52.50638508,2.601718062,33F21,267.3678689,0.011220496
Harbour Porpoise,52.65639052,2.259613681,34F23,342.2787851,0.02921595
Harbour Porpoise,52.94996946,2.373981025,34F21,320.1682244,0.040603655
Harbour Porpoise,53.13914777,2.281396521,35F23,134.4720703,0.022309465
Harbour Porpoise,53.59079631,2.396012447,35F21,106.4130263,0.234933644
Harbour Porpoise,53.76201381,2.519390269,36F23,98.07977221,0.275286121
Harbour Porpoise,53.87904567,2.377194388,36F21,271.9579207,0.022062237
Harbour Porpoise,54.28891838,2.66241529,37F23,521.7950818,0.003832922
Harbour Porpoise,54.45391208,2.263385247,37F21,523.6672019,0.07638439
Harbour Porpoise,54.83557018,2.438300306,38F23,256.1371787,0.011712474
Harbour Porpoise,54.98334067,2.634621261,38F21,178.0240117,0.022468879
Harbour Porpoise,55.3185005,2.332467313,39F23,120.4048723,0.041526559
Harbour Porpoise,55.44810761,2.691902767,39F21,120.1622937,0.341205205
Harbour Porpoise,56.1238343,2.541367854,40F21,98.41080878,0.040645942
Harbour Porpoise,56.49509328,2.474786598,41F21,357.1927622,0.013998044
Harbour Porpoise,56.65417637,2.543819077,42F23,329.0464867,0.036469011
Harbour Porpoise,57.07624513,2.727914261,42F21,123.5580888,0.283267573
Harbour Porpoise,57.24525893,2.377651501,43F23,230.2199569,0.12596649
Harbour Porpoise,57.57874772,2.473820741,43F21,197.320333,0.050679014
